Date,boc1,smc1,so-premp-c1,sm-premp-c1,sb-premp-c1,lcoc1,clc1,hoc1,cc1,brl=,fcpoc1,rsc1,myr=,cpo-mysth-m1,palm-myrbd-p1,sb-oilib-c1,bo-brzpar-b1,bo-brzpar-a1,palm-mycrd-p1,soy-arg-ref,jci-hogm-fujn,jci-hogm-shai,palm-sea-ocrdm,soil-sea-dgcf,sunf-sea-crm,go10sgswmc1,rbd-pko-m1
2019-11-28,,,,,,63.87,,,,4.19,2637,457.9,4.172,2680.0,652.5,699,,,697.5,53.48,2420.0,2619.0,655,752.0,780,76.68,880.0
2019-11-29,30.42,290.9,,-5,67,62.43,55.17,1.8789,371.25,4.2364,2620,456.6,4.175,2705.0,657.5,700,700.6,709.5,705.0,52.82,2420.0,2619.0,670,765.0,785,76.98,880.0
2019-12-02,29.96,291.3,170,-5,68,60.92,55.96,1.886,373.5,4.223,2630,452.1,4.178,2690.0,652.5,700,695.8,709.0,707.5,35.89,2420.0,2619.0,662,775.0,790,74.64,885.0
2019-12-03,29.99,292.5,200,-6,75,60.82,56.1,1.8799,372.0,4.2063,2646,452.9,4.173,2710.0,660.0,705,692.0,709.7,712.5,59.41,2532.0,2619.0,662,775.0,790,74.5,885.0
2019-12-04,30.27,294.6,200,-5,72,63.0,58.43,1.9229,368.75,4.2077,2673,452.6,4.175,2715.0,665.0,711,704.8,718.0,717.5,60.42,2532.0,2619.0,677,780.0,790,74.46,920.0
2019-12-05,30.29,299.5,200,-5,75,63.39,58.43,1.933,365.5,4.1856,2715,454.5,4.168,2745.0,677.5,719,709.9,729.7,730.0,62.25,2532.0,2619.0,680,780.0,792,75.57,940.0
2019-12-06,31.01,297.4,260,4,70,64.39,59.2,1.9521,366.5,4.1411,2757,458.4,4.158,2790.0,697.5,735,728.0,745.6,747.5,64.72,2532.0,2619.0,715,800.0,800,76.62,960.0
2019-12-09,31.36,296.7,260,3,72,64.25,59.02,1.9442,365.75,4.1422,2802,459.1,4.159,2850.0,710.0,744,736.1,753.8,760.0,68.23,2532.0,2619.0,725,810.0,810,76.78,965.0
2019-12-10,31.47,296.9,260,5,64,64.34,59.24,1.9655,363.25,4.1467,2820,458.8,4.163,2865.0,715.0,745,738.1,758.0,765.0,69.07,2532.0,2619.0,720,802.0,817,76.31,975.0
2019-12-11,31.23,293.3,270,5,63,63.72,58.76,1.9288,357.75,4.1238,2802,453.5,4.163,2855.0,712.5,741,732.8,754.9,770.0,70.69,2532.0,2619.0,720,817.0,817,76.61,965.0
2019-12-12,32.03,292.6,280,4,62,64.2,59.18,1.9508,367.0,4.0905,2816,459.1,4.158,2885.0,717.5,758,752.4,767.9,775.0,66.11,2532.0,2619.0,720,810.0,817,76.26,985.0
2019-12-13,32.27,295.5,280,3,61,65.22,60.07,1.9864,366.25,4.108,2816,461.0,4.1335,2870.0,710.0,764,760.6,776.0,770.0,65.85,2532.0,2619.0,725,842.0,825,77.42,985.0
2019-12-16,33.14,301.3,220,3,62,65.34,60.21,2.0045,388.0,4.0628,2851,462.0,4.14,2920.0,717.0,774,759.3,785.7,780.0,63.85,2361.0,2578.0,740,838.0,830,78.81,1000.0
2019-12-17,33.82,302.3,250,5,65,66.1,60.94,2.0334,390.0,4.0716,2849,466.4,4.141,2930.0,717.0,795,774.3,800.7,785.0,71.25,2361.0,2578.0,750,859.0,830,79.68,1030.0
2019-12-18,33.43,302.9,240,5,63,66.17,60.93,2.0203,387.0,4.063,2835,465.6,4.137,2875.0,712.5,788,765.7,792.1,785.0,65.09,2361.0,2578.0,745,864.0,837,80.19,1020.0
2019-12-19,33.79,298.4,250,5,58,66.54,61.22,2.0295,386.5,4.0694,2853,466.9,4.14,2890.0,717.5,798,773.6,800.1,805.0,68.16,2361.0,2578.0,745,868.0,837,79.79,1010.0
2019-12-20,33.79,297.9,250,5,59,66.14,60.44,2.0218,387.75,4.1022,2897,468.3,4.138,2920.0,720.0,799,773.6,800.1,820.0,65.8,2361.0,2578.0,760,884.0,837,80.85,1025.0
2019-12-23,33.78,301.4,,,,66.39,60.52,2.0222,388.75,4.0833,2901,467.5,4.141,2920.0,722.5,798,773.4,799.8,792.5,65.39,2361.0,2578.0,760,874.0,850,79.89,1025.0
2019-12-24,33.88,301.8,,,,67.2,61.11,2.0363,387.5,4.0833,2900,468.7,4.135,2915.0,725.0,,775.6,802.0,797.5,66.87,2361.0,2578.0,765,875.0,845,80.34,1030.0
2019-12-25,,,,,,,,,,4.0833,,,4.135,,,,,,,66.64,2361.0,2578.0,,,,,
2019-12-26,34.38,299.5,,,,67.92,61.68,2.0521,388.5,4.0557,2969,,4.131,2970.0,,807,,813.1,,65.97,2361.0,2578.0,775,878.0,845,81.28,1085.0
2019-12-27,34.73,295.4,,,,68.16,61.72,2.0496,390.0,4.0456,3035,463.8,4.126,3030.0,762.5,815,794.3,820.8,845.0,64.97,2361.0,2578.0,775,899.0,862,82.16,1135.0
2019-12-30,35.17,297.5,,,,68.44,61.68,2.0406,388.25,4.0191,3097,468.7,4.1045,3070.0,777.5,834,804.0,830.5,860.0,66.27,2361.0,2578.0,810,907.0,870,82.24,1140.0
2019-12-31,34.49,299.9,,,,66.0,61.06,2.0283,387.75,4.019,3041,467.5,4.089,3045.0,772.5,,,,855.0,63.43,2365.0,2580.0,820,901.0,875,81.75,1140.0
2020-01-01,,,,,,,,,,4.019,,,4.089,,,,,,,,,,,,,,
2020-01-02,34.97,300.6,,,,66.25,61.18,2.0241,391.5,4.026,3125,471.5,4.085,3110.0,787.5,834,799.6,826.1,880.0,63.05,2666.0,2582.0,830,895.0,880,80.42,1145.0
2020-01-03,34.81,296.1,,,,68.6,63.05,2.0614,386.5,4.0669,3110,469.6,4.1005,3105.0,787.5,826,809.3,827.0,860.0,69.88,2680.0,2600.0,830,901.0,880,82.69,1135.0
2020-01-06,34.24,297.7,250,5,59,68.91,63.27,2.0339,384.75,4.0616,3036,468.7,4.102,3080.0,782.5,816,796.8,816.6,857.5,71.72,2680.0,2600.0,815,902.0,870,83.4,1110.0
2020-01-07,34.46,296.4,260,-7,60,68.27,62.7,2.0324,384.5,4.0676,3038,471.2,4.091,3090.0,785.0,819,801.6,819.2,832.5,70.99,2680.0,2600.0,820,895.0,875,81.28,1095.0
2020-01-08,34.27,296.9,250,-7,54,65.44,59.61,1.9582,384.25,4.0647,3038,472.2,4.1,3080.0,780.0,824,797.4,815.1,852.5,66.81,2730.0,2600.0,815,890.0,865,82.42,1080.0
2020-01-09,34.35,296.2,300,-5,55,65.37,59.56,1.9501,383.25,4.0925,3108,474.7,4.088,3130.0,790.0,830,799.2,836.7,865.0,70.8,2730.0,2600.0,850,905.0,875,79.6,1090.0
2020-01-10,34.07,298.7,300,-6,60,64.98,59.04,1.9284,385.75,4.096,3131,475.5,4.075,3135.0,795.0,831,793.0,830.5,875.0,71.76,2730.0,2600.0,850,914.0,877,78.48,1090.0
2020-01-13,33.64,299.0,340,-6,60,64.2,58.08,1.898,389.5,4.1466,3092,474.3,4.061,3115.0,790.0,822,783.5,821.0,865.0,74.16,2814.66,2558.16,840,907.0,875,77.89,1080.0
2020-01-14,33.65,297.2,340,-3,60,64.49,58.23,1.9103,389.0,4.1326,3030,474.5,4.073,3060.0,777.5,822,793.0,834.9,842.5,75.38,2814.66,2672.16,840,894.0,870,75.97,1040.0
2020-01-15,33.3,300.1,360,-7,58,64.0,57.81,1.8779,387.5,4.1753,3030,475.8,4.0681,3020.0,767.5,810,783.5,825.4,842.5,70.89,2814.66,2672.16,830,894.0,865,76.01,990.0
2020-01-16,33.03,300.6,380,-5,54,64.62,58.52,1.86,375.5,4.1847,2968,476.0,4.061,3015.0,762.5,800,798.7,816.4,845.0,73.08,2928.66,2672.16,810,872.0,870,75.44,1005.0
2020-01-17,33.35,300.6,400,-5,56,64.85,58.54,1.8592,389.25,4.1616,2922,481.0,4.05,2970.0,752.5,806,805.8,823.4,837.5,73.28,2928.66,2672.16,805,875.0,850,75.6,1000.0
2020-01-19,,,,,,,,,,,,,,,,,,,,,2928.66,2672.16,,,,,
2020-01-20,,,,,,65.2,,,,4.1898,2973,481.0,4.058,2990.0,762.5,806,805.8,823.4,825.0,73.78,2928.66,2672.16,815,877.0,847,76.48,1015.0
2020-01-21,32.75,299.1,360,-12,60,64.59,58.34,1.8292,387.5,4.2123,2960,476.8,4.0705,2980.0,755.0,796,807.8,829.8,817.5,75.1,2928.66,2672.16,810,878.0,847,75.64,1010.0
2020-01-22,33.02,297.9,400,3,60,63.21,56.74,1.8002,388.75,4.1826,3038,477.9,4.064,3035.0,772.5,800,794.1,811.7,855.0,76.86,2928.66,2672.16,815,870.0,847,75.13,1020.0
2020-01-23,32.48,298.9,380,-1,57,62.04,55.59,1.7916,393.75,4.1703,2985,473.1,4.0735,3000.0,765.0,787,782.2,799.8,832.5,79.91,2928.66,2672.16,810,866.0,845,73.46,1020.0
2020-01-24,32.02,298.3,360,-2,60,60.69,54.19,1.734,387.25,4.1814,2925,469.5,4.0645,2990.0,755.0,780,772.1,789.7,815.0,80.06,,,800,861.0,840,73.5,1010.0
2020-01-27,31.52,297.8,380,-1,55,59.32,53.14,1.6795,380.5,4.2074,,461.5,4.0645,,,772,761.0,778.7,805.0,80.1,,,795,840.0,835,74.84,
2020-01-28,31.46,297.6,300,2,60,59.51,53.48,1.7159,386.5,4.1943,2640,461.8,4.085,2700.0,687.5,765,759.7,779.6,777.5,81.07,,,760,841.0,825,68.19,920.0
2020-01-29,31.52,296.1,390,-1,56,59.81,53.33,1.7035,384.25,4.2303,2779,461.7,4.079,2825.0,712.5,760,761.0,776.5,800.0,79.47,,,780,836.0,825,70.41,950.0
2020-01-30,30.63,291.5,370,-5,56,58.29,52.14,1.6396,379.5,4.243,2684,456.4,4.0855,2705.0,695.0,741,741.4,756.9,770.0,76.19,,,745,819.0,810,68.33,915.0
2020-01-31,29.94,291.0,350,-7,60,58.16,51.56,1.6245,381.25,4.282,2640,450.5,4.095,2710.0,682.5,725,726.2,732.8,760.0,77.81,,,730,804.0,805,68.39,895.0
2020-02-03,30.29,289.8,330,-5,60,54.45,50.11,1.5779,378.75,4.2476,2670,452.5,4.115,2710.0,680.0,725,733.9,738.3,775.0,69.44,2997.06,2786.16,730,794.0,800,65.7,890.0
2020-02-04,30.73,288.5,250,-4,55,53.96,49.61,1.5839,382.25,4.2545,2717,454.9,4.109,2775.0,690.0,732,743.6,750.2,777.5,69.51,2997.06,2786.16,745,794.0,800,65.25,895.0
2020-02-05,31.32,287.4,240,-3,58,55.28,50.75,1.6454,380.75,4.2353,2853,461.7,4.1195,2865.0,717.5,743,,,800.0,69.89,2997.06,2786.16,742,813.0,805,64.6,905.0
2020-02-06,31.24,288.2,240,-1,58,54.93,50.95,1.6654,379.25,4.2822,2898,461.0,4.1225,2925.0,730.0,746,,,822.5,73.14,2997.06,2786.16,760,819.0,802,67.25,910.0
2020-02-07,30.97,289.3,250,-11,60,54.47,50.32,1.6433,383.5,4.3203,2872,461.3,4.1405,2900.0,722.5,740,,,770.0,75.61,2997.06,2786.16,760,815.0,802,66.87,905.0
2020-02-10,30.62,291.4,280,-1,65,53.27,49.57,1.6125,381.75,4.3248,2800,459.8,4.148,2840.0,710.0,737,741.2,745.6,775.0,75.84,3111.06,2786.16,735,807.0,800,65.24,895.0
2020-02-11,30.72,290.8,280,-1,57,54.01,49.94,1.6267,379.75,4.3316,2740,459.4,4.131,2770.0,697.5,741,743.4,750.0,777.5,79.17,3111.06,2786.16,735,816.0,800,65.3,885.0
2020-02-12,31.03,291.7,320,3,70,55.79,51.17,1.6757,383.0,4.3548,2736,463.4,4.137,2740.0,695.0,747,750.2,756.9,765.0,74.92,3111.06,2786.16,725,813.0,795,66.6,875.0
2020-02-13,30.72,291.9,290,1,65,56.34,51.42,1.6805,379.5,4.3498,2665,463.8,4.141,2695.0,677.5,738,743.4,750.0,750.0,72.75,3111.06,2786.16,715,817.0,790,66.72,860.0
2020-02-14,30.57,291.1,290,4,70,57.32,52.05,1.6982,377.75,4.2974,2660,459.5,4.1405,2720.0,680.0,734,740.1,746.7,750.0,74.06,3111.06,2786.16,700,808.0,785,67.3,850.0
2020-02-17,,,,,,57.67,,,,4.327,2725,,4.144,2740.0,682.5,734,,,730.0,76.25,3111.06,2774.76,715,800.0,785,67.29,870.0
2020-02-18,30.48,292.2,200,10,65,57.75,52.05,1.6724,383.0,4.3557,2730,462.3,4.154,2740.0,675.0,731,694.0,702.8,745.0,77.3,3111.06,2774.76,700,800.0,795,66.54,860.0
2020-02-19,30.34,293.0,290,3,60,59.12,53.29,1.7068,380.5,4.3649,2645,459.3,4.164,2680.0,662.5,724,713.0,721.8,710.0,71.07,3111.06,2774.76,700,801.0,780,67.0,840.0
2020-02-20,30.12,292.9,280,15,55,59.31,53.78,1.6976,378.5,4.3933,2669,459.3,4.183,2690.0,660.0,720,705.9,716.9,710.0,71.35,3111.06,2774.76,690,795.0,780,68.08,835.0
2020-02-21,30.64,289.2,290,15,50,58.5,53.38,1.6866,377.0,4.3895,2683,458.3,4.188,2705.0,665.0,722,717.4,737.2,717.5,73.24,3111.06,2729.16,,,,67.02,835.0
2020-02-24,29.49,286.1,,,,56.3,51.43,1.6132,372.25,4.3878,2596,449.7,4.218,2655.0,647.5,,,,687.5,49.66,3111.06,2729.16,695,795.0,780,65.28,825.0
2020-02-25,29.23,286.5,,,,54.95,49.9,1.5685,372.5,4.3878,2480,447.8,4.232,2535.0,627.5,,,,665.0,47.6,3088.26,2729.16,695,795.0,780,64.62,805.0
2020-02-26,29.07,291.3,250,5,30,53.43,48.73,1.4994,370.5,4.4502,2460,448.3,4.223,2530.0,622.5,694,676.2,702.6,660.0,49.88,3111.06,2729.16,695,795.0,780,62.0,810.0
2020-02-27,28.83,296.9,220,5,50,52.18,47.09,1.4892,364.5,4.4861,2497,446.5,4.208,2545.0,632.5,687,670.9,697.3,662.5,42.14,3111.06,2729.16,660,756.0,755,58.57,820.0
2020-02-28,28.31,298.6,280,3,46,50.52,44.76,1.4906,366.5,4.4733,2357,452.8,4.211,2405.0,602.5,669,633.0,659.4,635.0,56.72,3111.06,2729.16,630,743.0,740,58.37,795.0
2020-03-02,28.57,302.2,100,-15,42,51.9,46.75,1.5287,374.75,4.474,2358,459.3,4.201,2400.0,600.0,662,638.7,665.1,637.5,66.48,2905.86,2694.96,635,749.0,730,60.19,775.0
2020-03-03,28.84,303.8,120,-9,42,51.86,47.18,1.533,381.75,4.5144,2405,463.8,4.19,2420.0,607.5,664,644.6,671.1,635.0,74.14,2905.86,2672.16,620,742.0,750,60.89,755.0
2020-03-04,29.44,305.2,120,-9,42,51.13,46.78,1.5332,387.0,4.5847,2501,471.9,4.179,2500.0,625.0,674,657.9,684.3,667.5,73.49,2905.86,2786.16,647,745.0,740,60.15,795.0
2020-03-05,29.1,300.4,100,-6,45,49.99,45.9,1.4885,384.5,4.6073,2532,470.7,4.16,2540.0,635.0,664,650.4,676.8,672.5,67.72,2905.86,2854.56,655,738.0,745,60.15,810.0
2020-03-06,28.48,301.3,120,-9,42,45.27,41.28,1.3852,377.25,4.6269,2448,460.0,4.17,2490.0,610.0,648,636.7,663.2,642.5,69.95,2905.86,2854.56,640,724.0,745,57.88,790.0
2020-03-09,27.31,296.6,100,-7,50,34.36,31.13,1.1629,374.25,4.7231,2336,453.8,4.217,2345.0,570.0,618,610.9,637.4,650.0,76.4,2905.86,2854.56,605,675.0,710,46.29,770.0
2020-03-10,27.44,295.9,50,-7,50,37.22,34.36,1.2499,380.0,4.6425,2339,461.2,4.242,2380.0,582.5,622,610.9,628.5,635.0,63.61,2905.86,2854.56,,,,48.12,740.0
2020-03-11,27.3,295.9,50,-4,46,35.79,32.98,1.238,379.25,4.8136,2370,460.1,4.237,2385.0,580.0,616,610.7,626.1,622.5,65.83,2883.06,2854.56,605,687.0,720,48.87,740.0
2020-03-12,26.15,298.6,50,-5,52,33.22,31.5,1.1598,369.75,4.791,2302,451.6,4.27,2365.0,570.0,595,585.3,600.8,605.0,67.99,2883.06,2854.56,585,663.0,700,44.76,720.0
2020-03-13,26.11,295.9,50,-5,48,33.85,31.73,1.1374,370.75,4.858,2302,454.2,4.277,2355.0,577.5,585,590.2,605.6,615.0,67.05,2883.06,2854.56,585,651.0,700,45.8,730.0
2020-03-16,24.99,296.3,50,-5,49,30.05,28.7,1.0466,354.75,5.0002,2276,448.0,4.307,2290.0,557.5,556,559.8,575.2,590.0,65.45,2723.46,2786.16,580,644.0,710,41.28,720.0
2020-03-17,25.24,298.3,60,-4,60,28.73,26.95,1.0357,344.0,5.0084,2325,453.3,4.348,2360.0,562.5,559,565.3,580.7,622.5,63.68,2723.46,2786.16,575,636.0,700,41.17,715.0
2020-03-18,25.04,304.0,60,-4,60,24.88,20.37,0.9542,335.25,5.1064,2321,457.4,4.372,2325.0,557.5,565,560.9,576.3,587.5,66.59,2723.46,2763.36,590,635.0,705,38.66,720.0
2020-03-19,25.48,314.8,50,-5,60,28.47,25.22,1.0417,345.5,5.0957,2271,462.9,4.41,2310.0,552.5,577,570.6,586.0,577.5,81.47,2723.46,2797.56,580,630.0,700,37.01,710.0
2020-03-20,25.64,325.2,50,3,55,26.98,22.43,1.0063,343.75,5.0627,2338,461.9,4.4279,2370.0,565.0,585,574.1,589.5,640.0,70.63,2723.46,2797.56,580,650.0,700,41.78,735.0
2020-03-23,26.14,333.6,150,3,55,27.03,23.36,1.0161,343.5,5.1444,2348,467.5,4.44,2350.0,560.0,,585.1,600.5,630.0,92.08,2632.26,2786.16,,,,37.38,740.0
2020-03-24,26.55,332.1,140,3,83,27.15,24.01,1.0803,347.25,5.0983,2401,467.5,4.428,2420.0,577.5,,594.1,609.6,590.0,90.45,2632.26,2786.16,,,,39.7,740.0
2020-03-25,26.64,321.7,120,3,65,27.39,24.49,1.0978,348.5,5.0353,2483,465.6,4.387,2460.0,590.0,620,596.1,611.6,607.5,86.68,2632.26,2740.56,,,,39.97,750.0
2020-03-26,26.5,322.9,160,3,62,26.34,22.6,1.0503,348.75,5.0212,2420,462.8,4.33,2420.0,592.5,615,593.0,608.5,607.5,32.38,2609.46,2694.96,,,,38.42,745.0
2020-03-27,26.85,323.1,150,1,60,24.93,21.51,1.0685,346.0,5.0997,2487,462.9,4.325,2465.0,602.5,615,600.8,616.2,610.0,78.53,2609.46,2672.16,,,,38.52,750.0
2020-03-30,26.87,325.5,-10,2,55,22.76,20.09,1.0194,341.25,5.1936,2591,467.5,4.325,2540.0,607.5,611,596.8,614.4,685.0,85.19,2563.86,2626.56,,,,38.47,770.0
2020-03-31,27.01,321.5,20,2,55,22.74,20.48,1.0121,340.75,5.2046,2550,468.8,4.313,2485.0,607.5,,599.9,613.1,610.0,69.19,2563.86,2626.56,,,,38.08,770.0
2020-04-01,26.05,314.9,60,5,60,24.74,20.31,0.9323,334.75,5.2493,2493,465.1,4.35,2475.0,597.5,591,578.7,591.9,610.0,67.93,2541.06,2626.56,,,,36.65,770.0
2020-04-02,26.24,309.1,60,2,60,29.94,25.32,0.9951,333.5,5.2533,2398,463.5,4.355,2450.0,592.5,588,582.9,587.3,605.0,81.77,2541.06,2626.56,,,,36.55,755.0
2020-04-03,26.43,303.2,60,4,80,34.11,28.34,1.0706,330.75,5.3506,2320,461.4,4.356,2360.0,580.0,588,587.1,591.5,595.0,73.66,2541.06,2626.56,,,,37.95,745.0
2020-04-06,26.83,297.0,-30,-2,65,33.05,26.08,1.0457,327.75,5.2863,2333,462.6,4.361,2350.0,577.5,593,589.3,598.1,590.0,64.79,,,,,,40.02,740.0
2020-04-07,27.48,293.8,30,5,65,31.87,23.63,1.0275,331.5,5.2214,2393,460.5,4.335,2385.0,587.5,607,603.6,612.4,590.0,66.39,2541.06,2603.76,,,,39.75,750.0
2020-04-08,27.18,292.8,30,4,70,32.84,25.09,1.0107,330.0,5.1233,2433,462.3,4.345,2420.0,590.0,601,590.4,605.8,620.0,68.17,2541.06,2535.36,625,668.0,760,39.2,750.0
2020-04-09,27.41,292.5,30,-9,70,31.48,22.76,0.9726,331.75,5.107,2383,463.6,4.33,2390.0,592.5,,591.1,610.9,590.0,62.41,2541.06,2535.36,625,673.0,775,39.11,740.0
2020-04-10,,,,,,,,,,5.1063,2389,,4.305,2400.0,,,,,,62.23,2541.06,2535.36,615,675.0,775,39.21,745.0
2020-04-13,26.9,288.6,20,5,70,31.74,22.41,0.9946,331.5,5.1994,2302,459.8,4.326,2335.0,,596,579.8,599.7,,61.12,2541.06,2512.56,615,670.0,775,36.74,740.0
2020-04-14,26.74,287.5,10,2,70,29.6,20.11,0.9442,326.0,5.1621,2312,457.2,4.33,2320.0,570.0,596,576.3,596.1,560.0,62.24,2541.06,2489.76,615,664.0,775,37.71,725.0
2020-04-15,26.55,292.2,110,4,70,27.69,19.87,0.9138,319.25,5.2367,2312,459.4,4.338,2325.0,575.0,595,572.1,591.9,540.0,55.04,2541.06,2489.76,620,668.0,775,35.27,735.0
2020-04-16,26.3,291.8,110,2,70,27.82,19.87,0.9463,319.75,5.2333,2249,457.7,4.372,2300.0,557.5,599,566.6,586.4,525.0,56.96,2541.06,2489.76,610,672.0,785,35.97,710.0
2020-04-17,26.29,288.2,110,1,70,28.08,18.27,0.9563,322.25,5.2363,2285,456.2,4.365,2320.0,560.0,599,597.2,610.5,545.0,55.45,2541.06,2489.76,615,670.0,790,36.47,710.0
2020-04-20,25.98,285.6,160,2,65,25.57,-37.63,0.8878,314.25,5.3168,2290,453.1,4.372,2320.0,557.5,594,592.6,601.4,545.0,55.78,2358.66,2444.16,615,670.0,790,35.65,700.0
2020-04-21,25.35,289.1,,,,19.33,10.01,0.7269,309.25,5.3163,2113,451.9,4.393,2160.0,532.5,581,578.7,596.4,520.0,53.68,2358.66,2444.16,600,655.0,780,30.05,660.0
2020-04-22,25.57,288.3,160,10,60,20.37,13.78,0.7311,317.5,5.458,2120,453.7,4.3605,2150.0,530.0,583,590.2,596.8,505.0,51.61,2358.66,2444.16,585,660.0,770,26.2,660.0
2020-04-23,25.61,288.7,150,5,65,21.33,16.5,0.7345,319.25,5.5335,2162,457.0,4.355,2185.0,540.0,583,584.4,593.3,510.0,49.12,2358.66,2421.36,585,670.0,770,29.84,670.0
2020-04-24,25.05,287.7,70,1,62,21.44,16.94,0.6467,315.75,5.5907,2121,456.0,4.357,2145.0,530.0,570,569.9,580.9,520.0,50.05,2290.26,2398.56,575,660.0,770,28.27,665.0
2020-04-26,,,,,,,,,,,,,,,,,,,,,2290.26,2398.56,,,,,
2020-04-27,24.99,285.3,80,-11,65,19.99,12.78,0.6104,305.5,5.6526,2050,459.0,4.353,2100.0,522.5,568,542.1,573.0,520.0,49.3,2244.66,2352.96,565,656.0,770,27.35,650.0
2020-04-28,25.3,281.8,100,-10,60,20.46,12.34,0.6308,302.75,5.4999,2051,463.8,4.36,2075.0,520.0,566,549.0,579.8,520.0,182.49,2244.66,2352.96,545,656.0,775,25.65,630.0
2020-04-29,25.78,283.2,30,-10,60,22.54,15.06,0.6945,304.5,5.3348,2060,462.9,4.341,2095.0,522.5,578,559.5,590.4,517.5,41.77,2244.66,2352.96,555,660.0,775,27.94,630.0
2020-04-30,26.23,289.6,110,-10,57,25.27,18.84,0.7319,311.5,5.4858,2102,471.7,4.293,2160.0,535.0,584,569.5,600.3,525.0,41.18,2199.06,2307.36,560,668.0,775,31.59,665.0
2020-05-01,26.14,287.4,,,,26.44,19.78,0.7961,311.5,5.4856,,463.2,4.293,,,,,,,38.85,,,,,,28.16,
2020-05-04,25.8,283.3,-20,-7,40,27.2,20.39,0.8031,310.75,5.545,2035,460.6,4.315,2085.0,520.0,576,555.6,590.8,515.0,38.31,,,570,660.0,770,31.64,645.0
2020-05-05,25.97,284.8,-30,-12,72,30.97,24.56,0.896,313.0,5.5783,2038,461.3,4.301,2045.0,517.5,572,559.3,594.6,520.0,42.12,,,555,645.0,770,31.58,645.0
2020-05-06,25.52,283.1,-10,-6,83,29.72,23.99,0.824,311.75,5.714,2000,462.4,4.322,2025.0,512.5,562,551.6,584.7,515.0,42.47,2199.06,2204.76,540,644.0,770,35.54,635.0
2020-05-07,25.94,283.6,-20,-5,70,29.46,23.55,0.8371,316.0,5.8307,,464.2,4.322,,,566,561.3,567.9,500.0,39.37,2130.66,2204.76,530,642.0,770,31.7,
2020-05-08,26.23,286.7,-30,-5,70,30.97,24.74,0.8993,319.0,5.7319,2060,469.3,4.331,2060.0,522.5,572,574.1,578.5,517.5,40.5,2130.66,2159.16,545,649.0,770,34.1,660.0
2020-05-09,,,,,,,,,,,,,,,,,,,,,2062.26,2159.16,,,,,
2020-05-11,26.19,286.3,10,-2,73,29.63,24.14,0.8687,318.5,5.818,,471.2,4.331,,,573,539.9,581.8,520.0,-444.64,2062.26,2102.16,550,655.0,770,35.3,
2020-05-12,25.98,288.6,20,-1,70,29.98,25.78,0.8384,323.75,5.8856,2036,472.1,4.325,2035.0,512.5,567,570.1,576.7,495.0,46.28,1993.86,1988.16,545,655.0,770,34.69,640.0
2020-05-13,25.63,285.2,-130,-1,73,29.19,25.29,0.8314,320.25,5.8852,2070,471.5,4.328,2060.0,520.0,570,569.0,582.2,500.0,52.59,1902.66,1942.56,540,656.0,775,33.39,655.0
2020-05-14,25.92,285.2,60,3,72,31.13,27.56,0.8948,320.25,5.8115,2081,471.2,4.338,2065.0,515.0,583,586.0,594.8,497.5,52.76,1902.66,1896.96,545,655.0,775,34.66,650.0
2020-05-15,26.58,287.5,110,-3,73,32.5,29.43,0.9204,319.25,5.8554,2115,472.3,4.349,2110.0,522.5,596,599.2,610.2,510.0,54.2,1743.06,1760.16,545,655.0,775,36.74,670.0
2020-05-18,27.32,285.1,-35,-2,80,34.81,31.82,1.0064,320.75,5.719,2186,,4.36,2170.0,527.5,616,608.9,619.9,525.0,53.21,1674.66,1760.16,550,678.0,790,39.12,690.0
2020-05-19,27.09,284.6,120,7,78,34.65,32.5,0.9736,321.25,5.754,2230,472.3,4.346,2210.0,532.5,616,614.9,617.1,535.0,55.39,1720.26,1794.36,557,695.0,797,40.27,690.0
2020-05-20,27.36,285.5,80,10,80,35.75,33.49,0.9906,319.5,5.6925,2218,472.6,4.346,2190.0,527.5,620,625.2,634.1,530.0,49.96,1720.26,1794.36,562,692.0,805,40.17,685.0
2020-05-21,27.11,282.5,140,8,85,36.06,33.92,0.989,317.75,5.5507,2276,467.2,4.344,2215.0,,615,619.7,628.5,,52.21,1743.06,1794.36,570,700.0,805,41.42,695.0
2020-05-22,26.64,284.1,90,6,85,35.13,33.25,0.982,318.0,5.5338,2240,463.5,4.361,2210.0,535.0,608,616.0,631.4,537.5,50.96,1743.06,1805.76,565,692.0,812,39.13,665.0
2020-05-25,,,,,,35.53,,,,5.4461,,460.2,4.361,,,,,,550.0,51.43,1857.06,1805.76,,,,40.02,
2020-05-26,27.27,283.9,100,6,37,36.17,34.35,0.9908,319.0,5.345,,464.8,4.361,,,617,629.9,656.3,555.0,48.74,1857.06,1805.76,575,698.0,812,42.15,
2020-05-27,27.6,282.0,250,6,110,34.74,32.81,0.9721,320.5,5.2733,2345,463.5,4.348,2335.0,557.5,623,630.5,652.6,567.5,47.12,1857.06,1805.76,580,691.0,812,41.0,715.0
2020-05-28,27.39,284.3,130,2,102,35.29,33.71,0.9256,327.5,5.4045,2334,460.7,4.348,2325.0,552.5,622,625.9,659.0,557.5,45.59,1857.06,1805.76,590,700.0,820,38.92,710.0
2020-05-29,27.38,283.2,130,2,117,35.33,35.49,0.9647,325.75,5.3361,2373,461.1,4.345,2365.0,562.5,629,625.7,647.7,550.0,45.76,1971.06,1874.16,597,700.0,820,38.93,720.0
