Date,boc1,smc1,so-premp-c1,sm-premp-c1,sb-premp-c1,lcoc1,clc1,hoc1,cc1,brl=,fcpoc1,rsc1,myr=,cpo-mysth-m1,palm-myrbd-p1,sb-oilib-c1,bo-brzpar-b1,bo-brzpar-a1,palm-mycrd-p1,soy-arg-ref,jci-hogm-fujn,jci-hogm-shai,palm-sea-ocrdm,soil-sea-dgcf,sunf-sea-crm,go10sgswmc1,rbd-pko-m1
2017-10-06,32.71,315.0,-18,-18,60,55.62,49.29,1.7439,350.0,3.1558,2741,496.7,4.236,2745.0,685.0,758,742.3,755.5,717.5,55.08,,,710,810.0,825,,1470.0
2017-10-09,33.02,311.5,-17,-17,60,55.79,49.58,1.7352,349.5,3.1882,2739,,4.23,2740.0,685.0,767,747.8,756.6,720.0,56.64,290.0,300.0,720,821.0,830,,1480.0
2017-10-10,32.86,312.5,-16,-16,70,56.61,50.92,1.7649,349.25,3.1791,2710,495.2,4.217,2710.0,675.0,766,744.3,755.3,715.0,56.23,290.0,300.0,717,824.0,825,,1460.0
2017-10-11,32.91,311.2,-16,-16,70,56.94,51.3,1.7861,346.0,3.1722,2700,493.5,4.22,2700.0,672.5,771,745.4,756.4,715.0,55.68,290.0,300.0,705,825.0,820,,1460.0
2017-10-12,33.07,322.7,,,,56.25,50.6,1.7655,349.0,3.1695,2716,495.7,4.22,2720.0,675.0,772,748.9,759.9,722.5,33.15,290.0,300.0,712,823.0,820,,1460.0
2017-10-13,33.49,324.5,-18,-18,57,57.17,51.45,1.797,352.75,3.1447,2716,499.0,4.22,2750.0,682.5,778,764.8,782.4,725.0,34.88,290.0,300.0,715,831.0,820,,1480.0
2017-10-16,33.59,324.5,-18,-18,60,57.82,51.87,1.8129,350.5,3.1707,2755,498.4,4.2155,2755.0,682.5,,762.6,782.4,732.5,30.23,290.0,300.0,715,827.0,820,,1480.0
2017-10-17,33.59,321.6,-18,-18,60,57.88,51.88,1.8098,350.0,3.1575,2734,499.2,4.222,2745.0,680.0,776,714.1,784.6,715.0,30.05,290.0,300.0,712,824.0,815,,1465.0
2017-10-18,33.41,321.8,-18,-18,70,58.15,52.04,1.8028,348.5,3.1706,,498.2,4.222,,,772,767.4,780.7,735.0,28.2,290.0,300.0,715,830.0,815,,
2017-10-19,33.83,321.4,-20,-20,68,57.23,51.29,1.7767,349.0,3.1663,2714,501.2,4.222,2730.0,677.5,778,774.5,789.9,717.5,33.46,290.0,300.0,,,,,1475.0
2017-10-20,34.16,317.1,-20,-20,65,57.75,51.47,1.8052,344.5,3.1923,2724,502.2,4.224,2730.0,680.0,778,772.9,789.9,720.0,33.37,290.0,300.0,,,,,1485.0
2017-10-23,34.63,315.9,-21,-21,64,57.37,51.9,1.7878,351.25,3.2376,2767,502.2,4.236,2775.0,685.0,784,781.1,807.6,735.0,33.44,290.0,300.0,717,835.0,815,,1510.0
2017-10-24,34.34,314.2,-21,-21,63,58.33,52.47,1.8221,352.75,3.2432,2752,501.6,4.232,2775.0,680.0,782,774.7,801.2,735.0,32.71,290.0,300.0,715,840.0,815,,1500.0
2017-10-25,34.26,315.4,-23,-23,60,58.44,52.18,1.8182,351.0,3.2329,2779,505.7,4.234,2790.0,687.5,782,772.9,799.4,727.5,33.75,290.0,300.0,722,840.0,817,,1515.0
2017-10-26,34.5,312.1,-21,-21,60,59.3,52.64,1.8419,350.5,3.2903,2785,507.8,4.2325,2805.0,690.0,787,771.6,791.5,732.5,31.16,290.0,300.0,725,843.0,817,,1515.0
2017-10-27,34.84,312.1,-22,-22,53,60.44,53.9,1.8669,348.75,3.236,2786,510.2,4.241,2810.0,690.0,797,779.1,799.0,735.0,32.79,290.0,300.0,722,845.0,820,,1525.0
2017-10-30,34.68,312.3,-22,-22,68,60.9,54.15,1.8777,348.75,3.2888,2806,506.9,4.236,2825.0,695.0,794,775.6,795.4,735.0,30.23,290.0,300.0,732,851.0,820,,1535.0
2017-10-31,34.75,311.8,-22,-22,58,61.37,54.38,1.8845,345.75,3.2724,2791,514.3,4.2315,2800.0,692.5,795,777.1,799.2,740.0,29.42,290.0,300.0,725,845.0,815,,1525.0
2017-11-01,34.9,313.6,-21,-21,69,60.49,54.3,1.8625,348.25,3.2673,2804,514.6,4.23,2820.0,695.0,796,780.4,802.5,732.5,41.78,290.0,300.0,725,848.0,815,,1520.0
2017-11-02,34.86,317.4,,,,60.62,54.54,1.8539,350.5,3.267,2798,518.4,4.229,2810.0,692.5,795,779.6,801.6,737.5,45.67,290.0,300.0,725,852.0,820,,1505.0
2017-11-03,34.42,313.9,-22,-22,60,62.07,55.64,1.8866,348.25,3.3142,2784,514.3,4.234,2800.0,687.5,788,769.9,791.9,730.0,45.86,290.0,300.0,725,848.0,817,,1500.0
2017-11-06,34.73,316.1,-21,-21,62,64.27,57.35,1.9422,348.0,3.2494,2772,516.4,4.23,2775.0,685.0,794,776.7,796.5,725.0,46.41,290.0,300.0,720,836.0,820,,1480.0
2017-11-07,35.02,315.5,-21,-21,61,63.69,57.2,1.9219,347.75,3.2713,2759,517.6,4.2285,2775.0,685.0,800,783.1,800.7,730.0,44.89,290.0,300.0,720,845.0,815,,1465.0
2017-11-08,35.37,315.2,-22,-22,60,63.49,56.81,1.9216,348.25,3.2547,2772,518.3,4.228,2790.0,692.5,802,793.0,804.0,740.0,45.6,290.0,300.0,720,850.0,815,,1490.0
2017-11-09,35.14,311.8,-20,-20,63,63.93,57.17,1.9469,341.5,3.252,2747,513.0,4.205,2790.0,687.5,798,785.7,796.8,740.0,46.29,290.0,300.0,722,852.0,817,,1500.0
2017-11-10,34.81,314.5,-21,-21,60,63.52,56.74,1.9349,343.5,3.2778,2740,512.6,4.19,2770.0,687.5,790,785.1,793.9,735.0,45.76,290.0,300.0,720,847.0,815,,1500.0
2017-11-13,34.33,311.3,-21,-21,63,63.16,56.76,1.9321,342.25,3.2793,2702,,4.19,2750.0,680.0,780,772.3,787.7,727.5,46.42,290.0,300.0,717,839.0,810,,1490.0
2017-11-14,34.01,310.3,-21,-21,69,62.21,55.7,1.907,337.5,3.3127,2654,510.1,4.1925,2700.0,675.0,776,774.0,778.5,727.5,43.52,290.0,300.0,725,848.0,815,,1495.0
2017-11-15,34.75,311.3,,,,61.87,55.33,1.9087,338.25,3.3132,2695,519.2,4.173,2700.0,675.0,790,790.4,794.8,725.0,42.11,290.0,300.0,710,836.0,812,,1495.0
2017-11-16,34.43,310.5,-21,-21,65,61.36,55.14,1.9021,336.5,3.2739,2706,517.4,4.175,2705.0,670.0,784,774.5,787.7,727.5,45.61,290.0,300.0,710,843.0,815,,1510.0
2017-11-17,34.44,318.2,-22,-22,65,62.72,56.55,1.9466,343.0,3.2573,2680,519.4,4.16,2690.0,667.5,784,774.7,790.1,717.5,42.99,290.0,300.0,707,843.0,810,,1520.0
2017-11-20,33.95,319.8,-22,-22,67,62.22,56.09,1.9321,345.0,3.2572,2592,516.0,4.148,2590.0,650.0,,763.9,786.0,700.0,42.96,290.0,300.0,690,832.0,810,,1500.0
2017-11-21,34.17,318.3,-22,-22,64,62.57,56.83,1.9359,345.0,3.2587,2580,515.1,4.138,2580.0,652.5,780,768.8,790.8,705.0,43.59,290.0,300.0,680,835.0,805,,1490.0
2017-11-22,34.05,324.4,-22,-22,72,63.32,58.02,1.9326,345.25,3.2242,2585,515.3,4.11,2590.0,652.5,775,761.7,781.5,700.0,44.94,290.0,300.0,690,835.0,805,,1480.0
2017-11-23,,,,,,63.55,,,,3.2218,2530,512.7,4.105,2540.0,647.5,775,766.1,781.5,695.0,41.58,290.0,300.0,687,831.0,805,,1480.0
2017-11-24,33.94,323.8,-21,-21,67,63.86,58.95,1.9529,342.25,3.2329,2545,511.0,4.1155,2570.0,647.5,775,759.3,779.1,700.0,44.07,290.0,300.0,680,825.0,807,,1475.0
2017-11-27,33.6,327.1,-20,-20,67,63.84,58.11,1.9478,338.75,3.2277,2495,507.8,4.113,2520.0,642.5,770,751.8,767.2,685.0,47.8,290.0,300.0,675,825.0,805,,1460.0
2017-11-28,34.0,323.5,-22,-22,67,63.61,57.99,1.9507,336.25,3.2127,2470,508.7,4.101,2515.0,642.5,778,760.6,776.0,682.5,42.12,290.0,300.0,677,828.0,802,,1460.0
2017-11-29,33.95,325.0,-22,-22,67,63.11,57.3,1.9221,339.0,3.246,2468,510.4,4.08,2490.0,640.0,778,759.5,774.9,690.0,47.8,320.0,300.0,675,826.0,802,,1450.0
2017-11-30,33.75,324.5,-22,-22,67,63.57,57.4,1.8927,341.75,3.2726,2495,509.6,4.0875,2510.0,645.0,774,755.1,770.5,697.5,47.89,320.0,300.0,677,834.0,800,,1470.0
2017-12-01,33.6,328.2,-18,-18,67,63.73,58.36,1.9413,344.75,3.258,,506.1,4.0875,,,772,751.8,771.6,695.0,51.24,320.0,300.0,682,833.0,805,,
2017-12-04,33.36,335.4,-21,-21,65,62.45,57.47,1.8945,339.5,3.2441,2480,507.4,4.06,2490.0,647.5,766,746.5,757.5,692.5,58.85,350.0,320.0,687,830.0,805,,1475.0
2017-12-05,33.41,341.3,-20,-20,63,62.86,57.62,1.9139,339.75,3.2414,2456,509.7,4.066,2470.0,642.5,766,747.6,758.6,690.0,53.8,350.0,320.0,675,820.0,805,,1455.0
2017-12-06,33.09,340.4,-20,-20,64,61.22,55.96,1.8613,339.25,3.2356,2435,508.0,4.073,2445.0,637.5,760,740.5,756.0,687.5,54.75,350.0,320.0,672,815.0,805,,1445.0
2017-12-07,33.25,333.5,-20,-20,74,62.2,56.69,1.897,338.75,3.2906,2410,505.9,4.086,2430.0,630.0,762,744.1,763.9,685.0,50.75,350.0,320.0,667,809.0,800,,1425.0
2017-12-08,33.54,330.0,-20,-20,65,63.4,57.36,1.9288,340.0,3.2918,2379,505.1,4.087,2420.0,625.0,,750.5,770.3,677.5,54.8,350.0,320.0,662,812.0,800,,1430.0
2017-12-11,33.4,326.0,-20,-20,65,64.69,57.99,1.9506,336.5,3.3047,2350,502.5,4.075,2390.0,617.5,764,747.4,767.2,670.0,54.86,350.0,320.0,662,815.0,800,,1420.0
2017-12-12,33.36,322.9,-20,-20,64,63.34,57.14,1.9336,335.75,3.3064,2365,500.1,4.077,2385.0,620.0,762,759.5,768.3,660.0,56.85,350.0,320.0,660,820.0,800,,1425.0
2017-12-13,33.11,325.1,-20,-20,71,62.44,56.6,1.9044,336.75,3.3099,2349,498.7,4.085,2385.0,617.5,755,754.2,763.0,657.5,54.88,350.0,320.0,657,814.0,800,,1405.0
2017-12-14,33.02,321.2,-21,-21,64,63.31,57.04,1.9099,336.25,3.3418,2340,494.0,4.083,2360.0,610.0,755,746.9,758.0,660.0,54.19,350.0,320.0,655,802.0,797,,1390.0
2017-12-15,33.16,320.6,-20,-20,71,63.23,57.3,1.9035,347.5,3.2946,2346,495.0,4.078,2410.0,622.5,755,746.5,757.5,665.0,55.46,350.0,320.0,657,814.0,800,,1415.0
2017-12-18,33.02,318.5,-23,-23,67,63.41,57.16,1.9252,347.0,3.2922,2468,491.2,4.08,2435.0,620.0,752,743.4,754.4,662.5,53.27,350.0,320.0,660,811.0,800,,1395.0
2017-12-19,33.22,315.2,-23,-23,67,63.8,57.46,1.9399,347.5,3.2899,2469,493.8,4.079,2425.0,620.0,755,742.1,748.7,662.5,52.69,350.0,320.0,657,804.0,800,,1370.0
2017-12-20,32.96,315.7,-24,-24,66,64.56,58.09,1.9442,349.25,3.2977,2450,494.8,4.071,2400.0,622.5,751,742.1,748.7,657.5,53.5,350.0,320.0,655,809.0,797,,1365.0
2017-12-21,32.67,314.2,-22,-22,72,64.9,58.36,1.9502,351.25,3.3083,2411,492.1,4.076,2375.0,607.5,747,735.7,744.5,652.5,52.15,350.0,320.0,682,833.0,805,,1310.0
2017-12-22,32.74,312.8,-24,-24,68,65.25,58.47,1.9694,352.0,3.3369,2407,496.2,4.077,2370.0,607.5,748,737.2,746.0,660.0,51.93,350.0,320.0,682,833.0,805,,1300.0
2017-12-25,,,,,,,,,,3.3369,,,4.077,,,,,,,53.78,350.0,320.0,,,,,
2017-12-26,33.2,315.2,-23,-23,73,67.02,59.97,2.0385,352.75,3.311,2438,,4.083,2375.0,,757,,,,54.81,350.0,320.0,655,795.0,797,,1350.0
2017-12-27,33.07,314.2,-20,-20,66,66.44,59.64,2.0402,353.75,3.3149,2474,489.5,4.081,2410.0,622.5,755,737.9,748.9,672.5,50.47,350.0,320.0,662,810.0,800,,1355.0
2017-12-28,32.5,311.8,-23,-23,68,66.72,59.84,2.0521,352.0,3.3121,2459,483.3,4.065,2435.0,622.5,745,731.9,738.6,670.0,52.26,350.0,320.0,660,800.0,795,,1350.0
2017-12-29,33.08,312.6,,,,66.87,60.42,2.0755,350.75,3.3121,2444,480.4,4.044,2400.0,622.5,760,,,670.0,49.24,350.0,320.0,657,801.0,795,,1350.0
2018-01-01,,,,,,,,,,3.3121,,,4.044,,,,,,,49.56,,,,,,,
2018-01-02,33.38,313.5,-20,-20,68,66.57,60.37,2.0584,353.25,3.2588,2472,482.2,4.018,2470.0,635.0,770,,,677.5,50.13,350.0,320.0,665,812.0,795,,1370.0
2018-01-03,33.76,314.4,-22,-22,72,67.84,61.63,2.088,353.0,3.2369,2555,486.0,4.012,2535.0,657.5,780,766.3,781.8,697.5,52.32,350.0,320.0,675,825.0,797,,1435.0
2018-01-04,33.74,315.8,-21,-21,72,68.07,62.01,2.077,351.0,3.2344,2542,490.3,4.005,2535.0,650.0,784,774.7,792.3,685.0,53.65,350.0,320.0,675,835.0,800,,1435.0
2018-01-05,33.65,317.9,-15,-15,80,67.62,61.44,2.0587,351.25,3.2288,2570,492.1,3.995,2540.0,652.5,783,763.9,786.0,685.0,52.51,350.0,320.0,675,830.0,800,,1460.0
2018-01-08,33.43,317.5,-15,-15,79,67.78,61.73,2.0454,347.25,3.2406,2590,490.3,3.995,2560.0,660.0,779,759.1,785.5,685.0,54.02,350.0,320.0,690,829.0,802,,1460.0
2018-01-09,33.55,314.5,-14,-14,79,68.82,62.96,2.0662,349.0,3.2482,2562,490.3,4.007,2550.0,655.0,782,761.7,786.0,685.0,53.89,350.0,320.0,677,829.0,800,,1440.0
2018-01-10,33.29,312.9,-14,-14,77,69.2,63.57,2.0807,349.0,3.228,2568,487.5,4.002,2570.0,660.0,776,753.8,780.2,690.0,56.28,350.0,320.0,675,834.0,800,,1435.0
2018-01-11,32.97,309.6,-14,-14,84,69.26,63.8,2.0767,348.75,3.2154,2509,484.7,3.985,2525.0,652.5,767,746.7,773.2,685.0,52.45,350.0,320.0,675,821.0,800,,1410.0
2018-01-12,32.93,309.8,-12,-12,76,69.87,64.3,2.085,346.25,3.2063,2474,486.9,3.97,2510.0,652.5,767,750.2,770.1,675.0,52.04,350.0,320.0,670,818.0,800,,1400.0
2018-01-15,,,,,,70.26,,,,3.2162,2480,491.0,3.954,2525.0,655.0,765,745.8,763.5,670.0,49.81,350.0,320.0,672,814.0,802,,1415.0
2018-01-16,32.79,322.8,-13,-13,75,69.15,63.73,2.0634,348.25,3.2242,2504,489.3,3.954,2495.0,647.5,758,738.3,756.0,670.0,51.96,350.0,320.0,667,818.0,800,,1390.0
2018-01-17,32.51,324.3,-10,-10,73,69.38,63.97,2.0691,353.0,3.2237,2478,489.7,3.952,2470.0,642.5,752,736.6,749.8,675.0,46.67,350.0,320.0,667,804.0,797,,1380.0
2018-01-18,32.23,328.4,-12,-12,80,69.31,63.95,2.0617,351.5,3.2064,2465,492.6,3.954,2475.0,642.5,746,732.6,743.6,670.0,58.4,350.0,320.0,655,808.0,797,,1385.0
2018-01-19,32.28,331.6,170,-11,70,68.61,63.37,2.0584,352.5,3.1961,2435,496.0,3.936,2440.0,635.0,748,733.7,749.1,650.0,57.79,350.0,320.0,645,802.0,795,,1380.0
2018-01-22,32.16,338.6,170,-7,70,69.03,63.49,2.0569,352.0,3.202,2465,494.1,3.933,2465.0,640.0,750,742.1,746.5,660.0,62.87,330.0,300.0,657,806.0,802,,1400.0
2018-01-23,32.52,339.6,210,-7,66,69.96,64.47,2.0861,351.25,3.2369,2488,496.1,3.925,2485.0,637.5,759,754.4,763.2,675.0,56.51,330.0,300.0,660,808.0,800,,1405.0
2018-01-24,32.68,342.0,210,-13,75,70.53,65.61,2.1061,356.5,3.1464,2512,495.0,3.911,2500.0,645.0,762,755.7,766.8,690.0,60.72,330.0,300.0,665,814.0,800,,1410.0
2018-01-25,32.5,340.4,,,,70.42,65.51,2.1154,355.25,3.147,2490,496.0,3.884,2490.0,647.5,762,745.2,762.8,685.0,64.2,330.0,300.0,670,818.0,805,,1400.0
2018-01-26,32.79,335.7,220,-5,68,70.52,66.14,2.136,356.5,3.1509,2482,493.7,3.869,2485.0,642.5,766,762.6,771.4,667.5,65.93,330.0,300.0,,,,,1390.0
2018-01-29,32.87,337.4,200,-11,65,69.46,65.56,2.1048,358.75,3.1549,2514,496.2,3.879,2515.0,655.0,768,764.3,773.2,687.5,67.18,330.0,300.0,677,816.0,807,,1410.0
2018-01-30,33.08,340.5,220,-7,75,69.02,64.5,2.0717,361.5,3.1811,2490,498.3,3.8995,2495.0,652.5,773,769.0,775.6,662.5,66.1,330.0,300.0,665,812.0,805,,1400.0
2018-01-31,33.07,337.8,200,-5,62,69.05,64.73,2.0692,361.5,3.1858,,496.7,3.8995,,,773,768.8,777.6,657.5,67.1,330.0,300.0,665,812.0,805,,
2018-02-01,32.9,334.0,200,-10,61,69.65,65.8,2.0904,361.75,3.1668,,494.3,3.8995,,,770,765.0,767.2,655.0,69.82,330.0,300.0,672,820.0,805,,
2018-02-02,32.51,331.4,190,-9,59,68.58,65.45,2.0535,361.5,3.218,2475,493.4,3.885,2475.0,647.5,762,749.8,758.6,655.0,73.34,330.0,300.0,667,816.0,805,,1385.0
2018-02-05,32.5,327.0,210,-5,65,67.62,64.15,2.0196,358.75,3.2624,2500,494.9,3.898,2490.0,650.0,755,754.0,762.8,660.0,72.98,280.0,260.0,670,816.0,805,,1360.0
2018-02-06,33.16,331.7,200,-6,61,66.86,63.39,1.9851,363.5,3.2347,2481,499.8,3.9135,2480.0,645.0,770,764.1,775.1,652.5,75.78,280.0,260.0,667,813.0,805,,1340.0
2018-02-07,32.56,335.4,200,-5,62,65.51,61.79,1.9313,365.25,3.2713,2482,498.2,3.907,2490.0,645.0,757,748.7,761.9,652.5,74.95,280.0,260.0,670,818.0,805,,1330.0
2018-02-08,32.21,341.7,180,1,64,64.81,61.15,1.9213,365.75,3.2857,2501,499.3,3.9245,2490.0,647.5,753,741.0,747.6,657.5,81.5,250.0,200.0,667,816.0,805,,1300.0
2018-02-09,31.96,343.8,150,-2,62,62.79,59.2,1.8551,362.0,3.2939,2495,497.9,3.937,2505.0,645.0,746,735.5,737.7,655.0,82.62,210.0,200.0,670,813.0,805,,1280.0
2018-02-11,,,,,,,,,,,,,,,,,,,,,130.0,130.0,,,,,
2018-02-12,31.85,357.8,,,,62.59,59.29,1.8389,367.0,3.2949,2550,503.3,3.937,2545.0,652.5,,733.0,737.5,657.5,84.16,130.0,130.0,677,810.0,805,,1280.0
2018-02-13,31.57,365.2,,,,62.72,59.19,1.8369,366.75,3.2947,2510,503.9,3.937,2520.0,647.5,,709.2,718.0,650.0,78.17,130.0,130.0,,,,,1280.0
2018-02-14,31.8,369.9,180,-13,63,64.36,60.6,1.8844,367.25,3.2172,2506,503.8,3.914,2510.0,647.5,744,736.3,740.8,645.0,77.37,130.0,130.0,672,799.0,805,,1280.0
2018-02-15,31.7,373.7,180,-1,61,64.33,61.34,1.8916,367.75,3.2274,2505,501.2,3.891,2510.0,650.0,742,740.8,747.4,655.0,71.92,,,675,802.0,797,,1280.0
2018-02-16,31.54,373.3,190,2,61,64.84,61.68,1.9104,367.5,3.231,,503.1,3.891,,,739,737.2,743.8,650.0,85.69,,,672,798.0,795,,
2018-02-19,,,,,,65.67,,,,3.2339,2530,,3.889,2510.0,665.0,739,737.2,743.8,660.0,86.12,,,677,795.0,795,,1290.0
2018-02-20,31.86,376.5,230,-7,63,65.25,61.9,1.9277,365.5,3.2554,2509,505.3,3.902,2500.0,660.0,750,742.1,750.9,657.5,88.67,,,670,792.0,795,,1280.0
2018-02-21,32.07,378.0,220,-5,78,65.42,61.68,1.9323,365.75,3.2682,2510,508.3,3.9,2500.0,657.5,751,751.1,759.9,665.0,85.87,,,,,,,1270.0
2018-02-22,32.04,376.9,220,-10,63,66.39,62.77,1.9527,366.75,3.2497,2509,510.7,3.915,2500.0,660.0,753,750.5,759.3,662.5,86.34,130.0,130.0,675,806.0,802,,1270.0
2018-02-23,32.36,375.5,220,-7,63,67.31,63.55,1.9694,366.25,3.2374,2536,511.7,3.917,2530.0,667.5,758,757.5,764.1,670.0,85.32,130.0,130.0,677,807.0,802,,1280.0
2018-02-24,,,,,,,,,,,,,,,,,,,,,130.0,130.0,,,,,
2018-02-26,32.62,377.2,220,-23,63,67.5,63.91,1.9859,368.5,3.2253,2555,517.0,3.901,2545.0,670.0,762,763.2,769.9,677.5,85.51,100.0,100.0,685,818.0,805,,1280.0
2018-02-27,32.19,386.5,200,-20,70,66.63,63.01,1.963,370.5,3.2512,2556,517.3,3.906,2555.0,672.5,760,753.8,760.4,685.0,85.51,80.0,80.0,690,820.0,805,,1280.0
2018-02-28,31.96,394.2,210,-15,80,65.78,61.64,1.9136,374.5,3.2458,2571,520.3,3.915,2565.0,675.0,757,737.7,755.3,700.0,87.64,80.0,80.0,690,815.0,810,,1265.0
2018-03-01,32.12,394.0,180,-14,70,63.83,60.99,1.8855,378.75,3.2511,2564,521.6,3.927,2565.0,675.0,760,741.2,752.2,695.0,83.72,80.0,80.0,695,812.0,809,,1240.0
2018-03-02,32.06,390.2,240,-10,73,64.37,61.25,1.8796,377.25,3.2523,2496,523.5,3.902,2500.0,662.5,760,750.9,759.7,682.5,90.3,80.0,80.0,,,,,1170.0
2018-03-05,32.01,389.3,250,-10,70,65.54,62.57,1.8967,378.25,3.2425,2491,528.5,3.905,2495.0,660.0,760,745.4,760.8,672.5,80.71,30.0,20.0,680,816.0,800,,1160.0
2018-03-06,32.3,384.5,250,-11,68,65.79,62.6,1.9033,379.75,3.2112,2491,520.7,3.902,2485.0,662.5,760,756.2,767.2,695.0,78.87,30.0,20.0,680,816.0,800,,1170.0
2018-03-07,31.93,380.2,240,-12,68,64.34,61.15,1.8746,379.25,3.2449,2459,516.6,3.903,2450.0,657.5,754,748.0,759.1,677.5,80.54,,20.0,690,812.0,800,,1150.0
2018-03-08,31.67,380.6,220,-6,92,63.61,60.12,1.8591,385.75,3.2664,2425,516.2,3.907,2425.0,650.0,757,737.9,746.7,680.0,77.24,30.0,20.0,675,806.0,805,,1110.0
2018-03-09,31.42,371.7,250,-4,90,65.49,62.04,1.8866,383.0,3.2548,2398,509.5,3.91,2395.0,645.0,741,728.0,736.8,665.0,72.58,30.0,20.0,,,,,1100.0
2018-03-12,31.56,369.8,240,-6,94,64.95,61.36,1.8647,384.25,3.261,2390,507.0,3.903,2390.0,647.5,744,731.1,742.1,667.5,71.86,30.0,20.0,660,794.0,805,,1110.0
2018-03-13,32.02,372.3,220,-2,97,64.64,60.71,1.8739,385.5,3.2602,2410,515.5,3.8985,2415.0,652.5,754,741.2,750.0,677.5,71.44,30.0,20.0,670,799.0,805,,1115.0
2018-03-14,31.78,368.3,200,-6,90,64.89,60.96,1.8871,383.5,3.2598,2441,513.0,3.904,2435.0,660.0,744,734.4,743.2,677.5,73.16,30.0,20.0,665,807.0,805,,1155.0
2018-03-15,32.06,371.0,240,-6,84,65.12,61.19,1.8929,386.75,3.2849,2434,522.0,3.918,2440.0,657.5,752,744.3,753.1,675.0,69.62,30.0,20.0,665,796.0,807,,1165.0
2018-03-16,31.98,372.9,230,2,80,66.21,62.34,1.9118,382.75,3.2807,2438,523.1,3.907,2445.0,657.5,750,749.1,755.7,675.0,69.39,30.0,20.0,665,802.0,805,,1190.0
2018-03-19,32.06,358.6,210,-5,85,66.05,62.06,1.907,375.0,3.2853,2433,517.7,3.916,2435.0,655.0,750,746.5,753.1,685.0,64.61,-50.0,-20.0,670,802.0,805,,1205.0
2018-03-20,31.74,361.7,240,10,84,67.42,63.4,1.9495,374.5,3.3114,2450,519.8,3.915,2450.0,655.0,741,743.8,754.9,667.5,65.77,-80.0,-20.0,662,802.0,810,,1205.0
2018-03-21,32.37,364.5,150,-1,105,69.47,65.17,2.0037,375.0,3.2717,2459,521.0,3.924,2455.0,657.5,753,748.9,764.3,677.5,69.45,-100.0,-50.0,660,795.0,810,,1200.0
2018-03-22,31.88,368.0,170,2,105,68.91,64.3,1.9923,376.0,3.3152,2445,519.1,3.912,2455.0,657.5,746,738.1,753.5,685.0,67.56,-120.0,-90.0,670,805.0,810,,1180.0
2018-03-23,31.42,377.9,230,5,86,70.45,65.88,2.0184,377.25,3.3119,2420,520.6,3.915,2435.0,655.0,737,732.4,743.4,680.0,72.36,-120.0,-130.0,660,800.0,805,,1145.0
2018-03-26,31.46,375.0,230,6,102,70.12,65.55,2.015,374.0,3.3113,2405,522.7,3.894,2435.0,652.5,740,728.9,748.7,670.0,69.71,-120.0,-130.0,665,793.0,807,,1145.0
2018-03-27,31.58,372.4,250,6,100,70.11,65.25,2.0224,374.0,3.3278,2400,522.9,3.8755,2435.0,655.0,747,733.7,751.3,672.5,72.26,-120.0,-130.0,675,800.0,810,,1145.0
2018-03-28,31.62,371.3,270,4,105,69.53,64.38,2.0148,373.5,3.3195,2397,521.8,3.862,2425.0,652.5,744,734.6,756.6,675.0,48.56,-120.0,-130.0,672,802.0,807,,1135.0
2018-03-29,31.87,384.0,260,-3,110,70.27,64.94,2.0284,387.75,3.3054,2378,522.7,3.866,2415.0,652.5,,740.1,757.7,670.0,50.67,-120.0,-130.0,670,804.0,810,,1140.0
2018-03-30,,,,,,,,,,3.3046,2380,,3.862,2430.0,,,740.1,757.7,,50.59,-120.0,-130.0,,,,,1145.0
2018-04-02,32.04,377.3,250,-5,120,67.64,63.01,1.9802,387.25,3.3099,2430,524.8,3.86,2450.0,,,,,,49.89,-120.0,-130.0,680,820.0,827,,1155.0
2018-04-03,32.34,380.0,220,-3,127,68.12,63.51,1.995,388.5,3.3412,2410,526.5,3.864,2445.0,655.0,768,750.5,768.1,682.5,52.07,-120.0,-130.0,680,816.0,822,,1145.0
2018-04-04,31.68,381.8,350,-1,175,68.02,63.37,1.9773,381.0,3.329,2428,528.4,3.868,2455.0,660.0,764,735.9,753.5,677.5,59.8,-120.0,-130.0,682,808.0,825,,1150.0
2018-04-05,31.78,383.6,310,1,200,68.33,63.54,1.9765,389.5,3.3439,2442,529.0,3.865,2465.0,662.5,768,738.1,755.7,675.0,53.24,,,682,820.0,825,,1160.0
2018-04-06,31.53,386.3,320,3,160,67.11,62.06,1.9578,388.5,3.3689,2479,531.8,3.868,2495.0,667.5,762,745.8,761.3,675.0,23.58,,,680,817.0,825,,1180.0
2018-04-08,,,,,,,,,,,,,,,,,,,,,-120.0,-130.0,,,,,
2018-04-09,31.52,389.6,300,5,150,68.65,63.42,1.9966,390.75,3.4187,2436,531.0,3.869,2470.0,665.0,762,745.6,761.0,675.0,21.82,-120.0,-130.0,680,816.0,820,,1170.0
2018-04-10,31.85,383.9,300,4,130,71.04,65.51,2.0648,389.25,3.4087,2403,527.1,3.867,2440.0,657.5,766,750.7,757.3,670.0,18.7,-120.0,-130.0,675,814.0,820,,1170.0
2018-04-11,31.53,380.2,240,3,145,72.06,66.82,2.0927,387.0,3.3734,2399,523.4,3.873,2430.0,657.5,760,743.6,756.9,670.0,19.97,-120.0,-130.0,667,813.0,820,,1150.0
