Date,so-premp-f,so-premp-g,so-premp-h,so-premp-j,so-premp-k,so-premp-m,so-premp-n,so-premp-q,so-premp-u,so-premp-v,so-premp-x,so-premp-z
2015-04-13,,,,,-70,-100,-100,-120,-120,-120,-120,-120
2015-04-14,,,,,-40,-100,-100,-100,-100,-80,-80,-80
2015-04-15,,,,,-10,-80,-80,-60,-60,-60,-60,-60
2015-04-16,,,,,-40,-80,-80,-80,-80,-80,-80,-80
2015-04-17,,,,,-40,-70,-70,-80,-80,-80,-80,-80
2015-04-20,,,,,-30,-80,-80,-80,-80,-80,-80,-80
2015-04-22,,,,,-50,-80,-80,-100,-100,-100,-100,-100
2015-04-23,,,,,-50,-80,-80,-80,-80,-100,-100,-100
2015-04-24,,,,,-40,-50,-50,-50,-80,-100,-100,-100
2015-04-27,,,,,-70,-80,-80,-80,-80,-90,-90,-90
2015-04-28,,,,,-50,-90,-90,-90,-90,-110,-110,-110
2015-04-29,,,,,-50,,,-100,-100,-100,-100,-100
2015-04-30,,,,,-50,-20,-20,-30,-60,-100,-100,-100
2015-05-04,,,,,-30,-10,-10,-80,-80,-80,-80,-80
2015-05-05,,,,,,-50,-50,-60,-60,-60,-60,-60
2015-05-06,,,,,,-20,-20,-60,-60,-60,-60,-60
2015-05-07,,,,,,-40,-50,-60,-60,-60,-60,-60
2015-05-08,,,-60,,,30,10,-40,-40,-50,-50,-50
2015-05-11,,,,,,20,10,-40,-40,-40,-40,-40
2015-05-12,,,,,,20,-10,-40,-30,-30,-30,-30
2015-05-13,,,,,,-30,-20,-20,-30,-30,-30,-30
2015-05-14,,,,,,20,20,-20,-20,-20,-20,-20
2015-05-15,,,,,,20,10,-30,-30,-30,-30,-30
2015-05-18,,,,,,40,20,-30,-30,-30,-30,-30
2015-05-19,,,,,,30,20,,,,,
2015-05-20,,,-100,,,20,10,-20,-20,-20,-20,-20
2015-05-21,,,-100,,,40,30,-20,-20,-20,-20,-20
2015-05-22,,,-100,,,20,30,-20,-20,-20,-20,-20
2015-05-25,,,,,,,,,,,,
2015-05-26,,,,,,20,30,-40,-40,-40,-40,-40
2015-05-27,,,-100,,,80,60,-20,-20,-10,-10,-10
2015-05-28,,,,,,120,120,,,10,10,10
2015-05-29,,,,,,50,50,10,10,10,10,10
2015-06-01,,,,,,,50,-20,-20,-20,-20,-20
2015-06-02,,,,,,,-30,-40,-40,-40,-40,-40
2015-06-03,,,,,,,-60,-50,-50,-30,-30,-30
2015-06-05,,,,,,,-120,-120,-120,-130,-130,-130
2015-06-08,,,,,,,-120,-120,-160,-130,-130,-130
2015-06-09,,,,,,,-120,-130,-130,-130,-130,-130
2015-06-10,,,,,,,-120,-140,-140,-100,-100,-100
2015-06-11,,,,,,,-100,-100,-100,-100,-100,-100
2015-06-12,,,,,,,-120,-110,-110,-100,-100,-100
2015-06-15,,,,,,,-120,-140,-140,-140,-140,-140
2015-06-16,,,,,,,-100,-70,-70,-40,-40,-40
2015-06-17,,,,,,,-120,-140,-140,-140,-140,-140
2015-06-18,,,,,,,-90,-80,-80,-50,-50,-50
2015-06-19,,,,,,,-80,-90,-90,-100,-100,-100
2015-06-22,,,-120,-120,-120,,-100,-90,-90,-90,-90,-90
2015-06-23,,,,,,,-100,-100,-100,-90,-90,-90
2015-06-24,,,,,,,,,,,,
2015-06-25,,,-200,-120,-200,,-160,-150,-150,-100,-100,-100
2015-06-26,,,,-200,-200,,-100,-100,-100,-100,-100,-100
2015-06-29,,,,-230,-230,,-150,-180,-180,-170,-170,-170
2015-06-30,,,-200,-230,-230,,-200,-200,-200,-110,-110,-110
2015-07-01,,,,-200,-200,,-210,-190,-190,-150,-150,-150
2015-07-02,,,,-220,-220,,-190,-190,-190,-190,-190,-190
2015-07-06,,,-190,-190,-190,,-200,-210,-210,-170,-170,-170
2015-07-07,,,,-240,-240,,-200,-130,-150,-150,-150,-150
2015-07-08,,,,-220,-220,,-150,-120,-150,-150,-150,-150
2015-07-10,,,-250,-250,-250,,-150,-130,-150,-150,-150,-150
2015-07-13,,,-250,-230,-230,,,-170,-180,-150,-150,-150
2015-07-14,,,-250,-240,-240,,-240,-170,-180,-180,-180,-180
2015-07-15,,,-250,-250,-250,,,-200,-170,-150,-150,-150
2015-07-16,,,-250,-250,-250,,-240,-200,-170,-150,-150,-150
2015-07-17,,,-230,-250,-250,,-250,-200,-160,-140,-140,-140
2015-07-20,,,-230,-250,-250,,-240,-170,-160,-140,-140,-140
2015-07-21,,,-230,-250,-250,,-230,-190,-150,-140,-140,-140
2015-07-22,,,-220,-240,-240,,-230,-150,-150,-150,-150,-150
2015-07-23,,,-220,-240,-240,,-240,-140,-160,-150,-150,-150
2015-07-24,,,-200,-200,-200,,-200,-140,-140,-100,-100,-100
2015-07-27,,,-190,-190,-190,,-190,-100,-130,-100,-100,-100
2015-07-28,,,-190,-190,-190,,-190,-130,-130,-100,-100,-100
2015-07-29,,,-210,-210,-210,,,-130,-100,-100,-100,-100
2015-07-30,,,-210,-210,-210,,-200,-120,-120,-100,-100,-100
2015-07-31,,,-200,-200,-200,,,-110,-100,-90,-90,-90
2015-08-03,,,-200,-200,-200,-210,-210,,-100,-90,-90,-90
2015-08-04,,,-180,-180,-180,,,,-90,-70,-70,-70
2015-08-05,,,-170,-170,-170,,,,-90,-70,-70,-70
2015-08-06,,,-170,-170,-170,,,,-80,-70,-70,-70
2015-08-07,,,-170,-170,-170,,,,-80,-70,-70,-70
2015-08-10,,,-160,-170,-170,,,,-60,-60,-60,-60
2015-08-11,,,-170,-160,-160,,,,-80,-80,-80,-80
2015-08-12,,,-150,-150,-150,-200,-200,,-30,-30,-30,-30
2015-08-13,,,-150,-150,-150,,,,-20,-10,-10,-10
2015-08-14,,,-150,-150,-150,,,,-30,-10,-10,-10
2015-08-17,,,-120,-130,-130,-130,-130,,10,40,40,40
2015-08-18,,,-100,-100,-100,-100,-100,,80,40,40,40
2015-08-19,,,-80,-80,-80,-80,-80,,150,150,150,150
2015-08-20,,40,-70,-70,-70,-70,-70,,120,100,100,100
2015-08-21,,60,-30,-60,-60,-80,-80,,170,160,160,160
2015-08-24,70,70,-60,-60,-60,-80,-80,,300,250,250,250
2015-08-25,,,-50,-50,-50,,,,200,180,180,180
2015-08-26,,130,-20,-20,-20,,,,300,220,220,220
2015-08-27,100,100,-50,-50,-50,,,,300,250,250,250
2015-08-28,,,-100,-100,-100,,,,130,140,140,140
2015-08-31,,,-80,-80,-80,-80,-80,,170,160,160,160
2015-09-01,,,-80,-80,-80,-80,-80,,180,180,160,180
2015-09-02,,,-80,-80,-80,-110,-110,,160,150,160,160
2015-09-03,,,-60,-60,-60,-110,-110,,,160,160,160
2015-09-04,,,-100,-100,-100,,,,,160,170,170
2015-09-08,,90,-80,-80,-80,-100,-100,,,150,150,150
2015-09-09,,,-90,-90,-90,-90,-90,,,200,200,200
2015-09-10,,,-30,-30,-30,-80,-80,,,150,150,150
2015-09-11,100,100,-20,-20,-20,-60,-60,,,140,140,140
2015-09-14,,,-30,-30,-30,0,0,,,150,150,150
2015-09-15,110,110,-50,-50,-50,-50,-50,,,150,150,150
2015-09-16,,,-60,-60,-60,-30,-30,,,140,150,150
2015-09-17,110,110,-60,-60,-60,-60,-60,,,160,160,160
2015-09-18,110,110,-30,-30,-30,-30,-30,,,150,150,150
2015-09-21,130,130,-60,-80,-80,-70,-70,,,150,200,200
2015-09-22,90,90,-70,-70,-70,-60,-60,,,140,200,200
2015-09-23,,,-80,-90,-90,-90,-90,,,120,120,120
2015-09-24,70,,-90,-90,-90,-95,-95,,,120,120,120
2015-09-25,,,-80,-80,-80,-80,-80,,,120,110,110
2015-09-28,,60,-60,-80,-80,-80,-80,,,100,120,120
2015-09-29,60,50,-70,-70,-70,-70,-70,,,100,100,100
2015-09-30,,50,-90,-90,-90,-90,-90,,,110,110,110
2015-10-01,50,,-70,-80,-80,-80,-80,,,,110,110
2015-10-02,,,-70,-80,-80,-80,-80,,,,110,120
2015-10-05,,20,-70,-70,-70,-70,-70,,,,80,140
2015-10-06,100,100,-110,-110,-110,-120,-120,-190,,160,130,150
2015-10-07,,,-10,-50,-50,-50,-50,,,,140,190
2015-10-08,,,0,-40,-40,-60,-60,,,,200,180
2015-10-09,150,,-10,-40,-40,-50,-50,,,,,
2015-10-13,170,170,-50,-50,-50,-50,-50,,,,250,250
2015-10-14,200,140,-10,-40,-40,-70,-70,,,,250,250
2015-10-15,220,220,-10,-10,-10,-50,-50,,,,250,230
2015-10-16,,190,0,,,-30,-30,,,,280,280
2015-10-19,200,200,50,-10,-10,-10,-10,,,,340,340
2015-10-20,140,140,50,0,0,-30,-30,,,,400,380
2015-10-21,280,280,-30,-10,-10,-10,-10,,,,250,250
2015-10-22,150,120,50,-40,-40,-40,-40,,,,380,350
2015-10-23,,200,,,,,,,,,380,350
2015-10-26,240,240,50,-50,-50,-50,-50,,,,270,270
2015-10-27,250,250,-30,-50,-50,-50,-50,,,,330,270
2015-10-28,180,250,-30,-30,-30,-50,-50,,,,300,270
2015-10-29,200,200,30,-20,-20,-30,-30,,,,280,300
2015-10-30,180,230,40,-30,-30,-50,-50,,,,330,330
2015-11-03,190,,60,-20,-20,-20,-20,-190,160,160,160,310
2015-11-04,210,210,60,-100,-20,-40,-40,,,,,310
2015-11-05,230,140,60,-20,-20,-40,-40,,,,,300
2015-11-06,200,100,30,-20,-20,-50,-50,,,,,300
2015-11-09,230,230,-90,-20,-20,-20,-20,,,200,170,310
2015-11-10,160,160,40,-20,-20,-50,-60,,,,,320
2015-11-11,230,230,60,-20,-20,-50,-50,,,,,350
2015-11-12,220,210,60,-30,-30,-60,-60,,,,,340
2015-11-13,230,200,50,-30,-30,-50,-50,,180,120,80,320
2015-11-16,200,200,100,-100,-100,-100,-100,,,,,360
2015-11-17,180,180,100,-20,-20,-20,-20,,,,,320
2015-11-18,200,140,40,-30,-30,-60,-60,,,,,300
2015-11-19,180,180,90,-30,-30,-50,-50,,,,,320
2015-11-20,200,140,60,-30,-30,-50,-50,,,,,300
2015-11-23,210,210,60,-20,-20,-40,-40,,,,,300
2015-11-24,210,210,60,-20,-20,-50,-50,,,,,290
2015-11-25,210,210,60,-20,-20,-50,-50,,,,,290
2015-11-27,210,210,60,-20,-20,-50,-50,,,,,290
2015-11-30,170,100,50,-90,-90,-60,-60,,,,,250
2015-12-01,100,,70,-90,-90,-100,-100,,,,,
2015-12-02,120,,-20,-100,-100,-140,-140,,,,,
2015-12-03,170,170,10,-100,-100,-100,-100,,,,,
2015-12-04,60,60,20,-160,-160,-160,-160,,,,,
2015-12-07,70,70,-20,-200,-200,-200,-200,,,,,
2015-12-08,60,60,-190,-160,-160,-160,-160,,,,,
2015-12-09,70,70,-20,-190,-190,-190,-190,,,,,
2015-12-10,70,70,-20,-200,-200,-200,-200,,,,,
2015-12-11,50,-80,-160,-170,-170,-170,-170,,,,,
2015-12-14,50,10,-80,-180,-180,-180,-180,-230,-230,,,
2015-12-15,50,-20,-80,-250,-250,-230,-230,-180,-180,,,
2015-12-16,50,-20,-80,-250,-250,-230,-230,-180,-180,,,
2015-12-17,10,-50,-50,-100,-100,-120,-120,-180,-180,,,
2015-12-18,-20,-20,-80,-230,-230,-120,-120,,,,,
2015-12-21,20,-20,-100,-70,-70,-100,-100,,,,,
2015-12-22,-20,-20,-80,-230,-230,-120,-120,,,,,
2015-12-23,50,10,-30,-140,-140,-140,-140,-120,-120,,,
2015-12-24,,,,,,,,,,,,
2015-12-28,50,30,-50,-140,-140,-140,-140,,,,,
2015-12-29,50,10,-30,-140,-140,-140,-140,,,,,
2015-12-30,50,10,-30,-140,-140,-140,-140,,,,,
2015-12-31,,,,,,,,,,,,
2016-01-04,,30,-60,-130,-130,-130,-130,-110,-110,,,
2016-01-05,,30,-20,160,160,-100,-100,,,,,
2016-01-06,,-30,-90,,-150,-150,-150,,,,,
2016-01-07,,-30,-90,-120,-150,-150,-150,-200,-200,,,
2016-01-08,,-10,-40,-100,-100,-120,-120,-170,-170,,,
2016-01-11,,-10,-50,-120,-120,-120,-120,-120,-120,-100,-100,-100
2016-01-12,,-30,-50,-120,-120,-120,-120,-120,-120,-100,-100,-100
2016-01-13,,,-50,-120,-120,-120,-120,-120,-120,-100,-100,-100
2016-01-14,,-20,-50,-120,-120,-120,-120,-120,-120,-100,-100,-100
2016-01-15,,50,-20,-120,-120,-120,-120,-120,-120,-100,-100,-100
2016-01-19,,20,-20,-60,-100,-100,-100,-120,-120,-60,-60,-60
2016-01-20,,-20,-20,-150,-150,-150,-150,-120,-120,,15,15
2016-01-21,,50,-10,-80,-110,-110,-110,-100,-100,-80,-80,-80
2016-01-22,,50,-10,-80,-110,-110,-110,-80,-80,-100,-100,-100
2016-01-26,,-20,-100,-110,-150,-150,-150,-100,-100,-80,-80,-80
2016-01-27,,40,-50,-110,-110,-130,-130,-100,-100,,,
2016-01-28,,60,-10,-100,-130,-130,-130,-100,-100,-80,-80,-80
2016-01-29,,20,-10,-100,-140,-140,-140,-100,-100,-80,-80,-80
2016-02-01,,,-10,-120,-120,-130,-130,-100,-100,-80,-80,-80
2016-02-02,,,-10,-120,-120,-130,-130,-130,-120,-80,-80,-80
2016-02-03,,,-10,-100,-120,-120,-120,-100,-100,,,
2016-02-04,,,-10,-110,-110,-130,-130,-90,-90,,,
2016-02-05,,,20,-50,-50,-50,-50,-80,-80,,,
2016-02-10,,,20,-80,-80,-120,-120,-80,-80,,,
2016-02-11,,,-20,-80,-80,-100,-100,-60,-60,,20,20
2016-02-12,,,20,-50,-50,-50,-50,-60,-60,,,
2016-02-15,,,,,,,,,,,,
2016-02-16,,,20,-80,-80,-110,-110,-60,-60,,,
2016-02-17,,,-50,-90,-90,-110,-110,-60,-60,,,
2016-02-18,,,-30,-60,-60,-100,-100,-60,-60,-70,-70,-70
2016-02-19,,,-70,-70,-90,-110,-110,-70,-70,-70,-70,-70
2016-02-22,,,-50,-70,-70,-90,-90,-70,-70,-70,-70,-70
2016-02-23,,,-50,-60,-70,-100,-100,-90,-90,-70,-70,-70
2016-02-24,,,-30,-40,-40,-80,-80,-80,-80,-70,-70,-70
2016-02-25,,,-30,-40,-40,-80,-80,-80,-80,,,
2016-02-26,,,-30,-50,-100,-100,-100,-100,-100,-70,-70,-70
2016-02-29,,,-50,-60,-90,-110,-110,-80,-80,-70,-70,-70
2016-03-01,,,,-30,-80,-110,-110,-110,-110,-70,-70,-70
2016-03-02,,,,-40,-80,-80,-80,-100,-100,-100,-100,-100
2016-03-03,,,,-40,-70,-100,-100,-100,-100,-70,-70,-70
2016-03-04,,,,-40,-60,-80,-80,-80,-80,-80,-80,-80
2016-03-07,,,,-40,-70,-70,-70,-70,-70,-70,-70,-70
2016-03-08,,,,-40,-80,-80,-80,-70,-70,-90,-90,-90
2016-03-09,,,,-50,-80,-70,-70,-70,-70,-70,-70,-70
2016-03-10,,,,-40,-60,-80,-80,-80,-80,-70,-70,-70
2016-03-11,,,,-40,-50,-70,-70,-80,-80,,,
2016-03-14,,,,-60,-80,-90,-90,-90,-90,-70,-70,-70
2016-03-15,,,,-40,-40,-70,-70,-80,-80,-70,-70,-70
2016-03-16,,,,-100,-110,-120,-120,-120,-120,-120,-120,-120
2016-03-17,,,,-160,-160,-130,-130,-130,-130,-130,-130,-130
2016-03-18,,,,-160,-160,-180,-180,-150,-150,-150,-150,-150
2016-03-21,,,,-70,-150,-150,-150,-140,-140,-140,-140,-140
2016-03-22,,,,-160,-150,-150,-150,-150,-150,-100,-150,-100
2016-03-23,,,,-150,-150,-160,-160,-150,-150,-150,-150,-150
2016-03-24,,,,-150,-150,-160,-160,-150,-150,-150,-150,-150
2016-03-28,,,,-120,-120,-120,-120,,,-100,-100,-100
2016-03-29,,,,-140,-120,-130,-130,-120,-120,-120,-120,-120
2016-03-30,,,,-120,-120,-130,-130,-130,-130,-130,-130,-130
2016-03-31,,,,-120,-120,-120,-120,,,,,
2016-04-01,,,,,-90,-90,-90,-90,-90,-90,-90,-90
2016-04-04,,,,,-80,-50,-50,-90,-90,-100,-100,-100
2016-04-05,,-100,,,-60,-50,-50,-100,-100,,,
2016-04-06,,,,,-20,-40,-40,-30,-30,-30,-30,-30
2016-04-07,,,,,-10,-30,-30,-30,-30,-30,-30,-30
2016-04-08,,,,,-20,-10,-10,-60,-60,-60,-60,-60
2016-04-11,,,,,-10,-10,-10,-10,-10,-10,-10,-10
2016-04-12,,,,,-20,-40,-40,,,-50,-50,-50
2016-04-13,,-50,,,-10,-10,-10,-10,-10,-10,-10,-10
2016-04-14,,,,,-20,-20,-20,-20,-20,-20,-20,-20
2016-04-15,,,,,-20,-20,-20,-10,-10,-50,-50,-50
2016-04-18,,,,,-10,-10,-10,-10,-10,-10,-10,-10
2016-04-19,,,,,-10,-10,-10,-30,-30,-30,-30,-30
2016-04-20,,,,,-10,-10,-10,-10,-10,-10,-10,-10
2016-04-22,,,,,-20,-10,-10,-10,-10,-10,-10,-10
2016-04-25,,,,,-30,-10,-10,-10,-10,-10,-10,-10
2016-04-26,,,,,-30,-10,-10,-20,-20,-20,-20,-20
2016-04-27,,,,,-20,-10,-10,-40,-40,-40,-40,-40
2016-04-28,,,,,-30,-10,-10,-10,-10,-10,-10,-10
2016-04-29,,,,,-30,-10,-10,20,20,20,20,20
2016-05-02,,,,,,-10,10,10,10,10,10,10
2016-05-03,,-180,,,,10,30,40,40,-10,-10,-10
2016-05-04,,,,,,40,40,40,40,40,40,40
2016-05-05,,,,,,60,60,60,60,60,60,60
2016-05-06,,,,,,60,70,60,60,70,70,70
2016-05-09,,,,,,80,80,80,80,80,30,80
2016-05-10,,,,,,90,90,100,100,70,70,70
2016-05-11,,,,,,60,60,60,60,60,60,60
2016-05-12,,-90,,,,60,50,40,40,60,60,60
2016-05-13,,-90,,,,60,60,80,80,100,100,100
2016-05-16,,,,,,70,70,60,60,100,100,100
2016-05-17,,,,-120,,70,70,70,70,100,100,100
2016-05-18,,,,90,,70,70,90,90,90,90,90
2016-05-19,,,-80,-120,,100,110,130,130,130,130,130
2016-05-20,,,-80,-100,,110,110,110,110,110,110,110
2016-05-23,,,-100,-120,,100,120,120,120,120,120,120
2016-05-24,,,-120,-120,,100,110,140,140,120,120,120
2016-05-25,,,,-120,,120,120,150,150,150,150,150
2016-05-27,,,-100,-120,,110,110,130,130,130,130,130
2016-05-30,,,,,,,,,,,,
2016-05-31,,,,-120,,120,120,120,120,120,120,120
2016-06-01,,,-80,-140,-140,,100,110,110,130,130,130
2016-06-02,,,,-90,-90,,100,100,100,120,120,120
2016-06-03,,,-90,-130,-130,,100,100,100,130,130,130
2016-06-06,,,-90,-130,-130,,70,80,80,80,80,80
2016-06-07,,,-80,-140,-140,,80,80,80,140,140,140
2016-06-08,,,-80,-130,-130,,70,70,80,100,100,100
2016-06-09,,,-80,-110,-110,,40,60,60,60,60,60
2016-06-10,,,-60,-110,-110,,50,70,70,70,70,70
2016-06-13,,,-70,-110,-110,,50,30,30,70,70,70
2016-06-14,,,-100,-120,-120,,30,40,40,40,30,30
2016-06-15,,,-100,-130,-130,,20,20,20,20,20,20
2016-06-16,,,-100,-130,-130,,10,30,30,50,50,50
2016-06-17,,,-110,-140,-140,,20,30,30,50,50,50
2016-06-20,,,-100,-110,-110,,30,50,50,70,70,70
2016-06-21,,,-100,-110,-110,,50,50,50,50,50,50
2016-06-22,,,-100,-110,-110,,40,50,50,50,50,50
2016-06-23,,,-100,-110,-110,,40,50,50,50,50,50
2016-06-24,,,-100,-130,-130,,30,40,40,40,40,40
2016-06-27,,,-100,-100,-100,,20,60,60,80,80,80
2016-06-28,,,,-130,-130,,20,30,40,50,50,50
2016-06-29,,,-100,-110,-110,,60,40,40,40,40,40
2016-06-30,,,-100,-130,-130,,10,30,30,80,80,80
2016-07-01,,,-70,-100,-100,,,50,50,80,80,80
2016-07-04,,,,,,,,,,,,
2016-07-05,,,-30,-100,-100,,,60,80,100,100,100
2016-07-06,,,-40,-80,-80,,,60,70,110,110,110
2016-07-07,,,-30,-80,-80,,,110,100,140,140,140
2016-07-08,,,-100,-60,-60,,,90,90,110,110,110
2016-07-11,,,-30,-70,-70,,,70,80,100,100,100
2016-07-12,,,-100,-80,-80,,,70,70,100,100,100
2016-07-13,,,-140,-70,-70,,,60,60,100,100,100
2016-07-14,,,-60,-70,-70,,,50,70,100,100,100
2016-07-15,,,-60,-70,-70,,,50,70,100,100,100
2016-07-18,,,-40,-80,-80,,,60,100,120,120,120
2016-07-19,,,20,-30,-30,,,150,150,150,150,150
2016-07-20,,,10,-30,-30,,,170,170,170,170,170
2016-07-21,,,-20,-50,-50,,,150,200,200,200,200
2016-07-22,,,20,-20,-20,-40,,180,220,220,220,220
2016-07-25,,,20,-30,-30,-40,,180,230,230,230,230
2016-07-26,,,10,-20,-20,,,200,200,230,230,230
2016-07-27,,,10,-20,-20,-40,,200,190,230,230,230
2016-07-28,,,10,-30,-30,-40,,220,230,230,230,230
2016-07-29,,,10,-30,-30,-10,,200,180,190,190,190
2016-08-01,,,,-30,-30,-40,-40,,190,200,200,200
2016-08-02,,,20,-30,-30,-40,-40,,200,230,230,230
2016-08-03,,,40,,,-40,-40,,200,200,200,200
2016-08-04,,,40,-20,-20,-40,-40,,190,230,230,230
2016-08-05,,,40,-40,-40,-40,-40,,190,220,220,220
2016-08-08,,,40,-30,-30,-40,-40,,230,220,230,220
2016-08-09,,,20,-40,-40,-40,-40,,230,230,230,230
2016-08-10,,,20,-30,-30,-40,-40,,230,250,250,250
2016-08-11,,,,-40,-40,-50,-50,,230,240,240,240
2016-08-12,,,-30,-40,-40,,,,220,230,230,230
2016-08-15,,,-30,-40,-40,,,,220,230,230,230
2016-08-16,,,,-40,-40,-40,-40,,210,220,220,220
2016-08-17,,,-30,-40,-40,-60,-60,,200,230,230,200
2016-08-18,,,-20,-60,-60,-80,-80,,200,200,210,210
2016-08-19,,,-30,-60,-60,-60,-60,,210,200,200,200
2016-08-22,,,-30,-30,-30,-70,-70,,190,180,180,180
2016-08-23,,,-30,-30,-30,-50,-50,,220,180,200,200
2016-08-24,,,-30,-50,-50,-50,-50,,160,200,200,200
2016-08-25,,,-10,-30,-30,-60,-60,,170,200,210,210
2016-08-26,,,-10,-40,-40,-60,-60,,180,200,200,200
2016-08-29,,,50,-30,-30,-50,-50,,180,190,220,220
2016-08-30,,,50,-30,-30,-60,-60,,170,220,220,220
2016-08-31,,,-10,-30,-30,-60,-60,,180,200,200,200
2016-09-01,,,-20,-40,-40,-80,-80,,,220,220,220
2016-09-02,,,-20,-40,-40,-50,-50,,,210,210,210
2016-09-05,,,,,,,,,,,,
2016-09-06,,,-10,-40,-40,-80,-80,,,200,200,200
2016-09-07,,,,,,,,,,,,
2016-09-08,,,-10,-40,-40,-80,-80,,,200,200,200
2016-09-09,,50,-10,-40,-40,-60,-60,,,170,180,150
2016-09-12,,50,10,-40,-40,-60,-60,,,120,120,120
2016-09-13,,,-10,-50,-50,-70,-70,,,180,180,180
2016-09-14,,,10,-40,-40,-50,-50,,,200,200,200
2016-09-15,,80,10,-40,-40,-60,-60,,,180,210,210
2016-09-16,,,20,-40,-40,-60,-60,,,200,210,210
2016-09-19,,200,10,-50,-50,-60,-60,,,200,200,200
2016-09-20,,,,-40,-40,-60,-60,,,230,200,200
2016-09-21,,,10,-50,-50,-80,-80,,,230,230,230
2016-09-22,,,10,-60,-60,-70,-70,,,280,200,200
2016-09-23,,70,10,-50,-50,-70,-70,,,280,200,200
2016-09-26,,100,10,-40,-40,-60,-60,,,190,250,250
2016-09-27,,100,10,-30,-30,-60,-60,,,170,230,230
2016-09-28,,150,40,-30,-30,-40,-40,,,240,230,230
2016-09-29,,160,40,-20,-20,-40,-40,,,230,230,230
2016-09-30,,150,-50,-20,-20,-50,-50,,,240,230,240
2016-10-03,220,150,50,-10,-10,-40,-40,,,,250,250
2016-10-04,150,200,20,-10,-10,-40,-40,,,,250,250
2016-10-05,250,150,20,-20,-20,-40,-40,,,,250,250
2016-10-06,220,110,20,-20,-20,-40,-40,,,,250,250
2016-10-07,220,110,40,-30,-30,-40,-40,,,,240,240
2016-10-10,,110,40,-20,-20,-40,-40,,,,240,240
2016-10-11,,50,-40,-50,-50,-50,-50,,,,210,210
2016-10-13,,100,-20,-20,-20,-50,-50,,,,250,250
2016-10-14,,100,10,-40,-40,-60,-60,,,,230,230
2016-10-17,180,100,20,-30,-30,-40,-40,,,,200,200
2016-10-18,180,,30,-30,-30,-50,-50,,,,210,200
2016-10-19,,,20,-30,-30,-40,-40,,,,210,220
2016-10-20,,50,10,-50,-50,-70,-70,,,,210,220
2016-10-21,,50,30,-40,-40,-60,-60,,,,210,210
2016-10-24,,,30,-50,-50,-70,-70,,,,210,210
2016-10-25,70,50,30,-70,-70,-80,-80,,,,210,210
2016-10-26,,50,-20,-50,-80,-70,-70,,,,200,200
2016-10-27,180,40,,-70,-70,-80,-80,,,,200,200
2016-10-28,170,40,,-50,-50,-70,-70,,,,170,200
2016-10-31,170,50,10,-40,-40,-70,-70,,,,170,170
2016-11-01,170,90,20,-30,-30,-60,-60,,,,,190
2016-11-03,170,50,20,-60,-60,-60,-60,,,,,180
2016-11-04,170,50,30,-70,-70,-70,-70,,,,,170
2016-11-07,,50,50,-40,-40,-40,-40,,,,,170
2016-11-08,170,50,10,-60,-60,-70,-70,,,,,170
2016-11-09,150,40,50,-60,-60,-70,-70,,,,,150
2016-11-10,150,40,10,-60,-60,-80,-80,,,,,150
2016-11-11,150,40,10,-60,-60,-80,-80,,,,,150
2016-11-14,150,50,20,-60,-60,-70,-70,,,,,150
2016-11-16,140,50,20,-60,-60,-70,-70,,,,,110
2016-11-17,150,80,50,-30,-30,-60,-60,,,,,160
2016-11-18,150,80,60,-30,-30,-60,-60,,,,,160
2016-11-21,130,80,50,-40,-40,-60,-60,,,,,160
2016-11-22,150,80,60,-50,-50,-70,-70,,,,,150
2016-11-23,150,55,60,-50,-50,57,-70,,,,,150
2016-11-24,,,,,,,,,,,,
2016-11-25,140,60,20,-50,-50,-80,-80,,,,,160
2016-11-28,150,60,40,-40,-40,-70,-70,,,,,170
2016-11-29,150,30,20,-100,-100,-110,-110,,,,,150
2016-11-30,100,30,-10,-110,-110,-110,-110,,,,,130
2016-12-01,100,20,-20,-110,-110,-120,-120,,,,,
2016-12-02,40,20,10,-120,-120,-120,-120,,,,,
2016-12-05,100,20,20,-120,-120,-130,-130,,,,,
2016-12-06,80,30,,-100,-100,-110,-110,,,,,
2016-12-07,70,30,10,-110,-110,-120,-120,,,,,
2016-12-08,80,30,50,-70,-70,-110,-110,,,,,
2016-12-09,130,50,30,-50,-50,-80,-80,,,,,
2016-12-12,120,80,50,-60,-60,-60,-60,,,,,
2016-12-13,120,80,70,-50,-50,-60,-60,,,,,
2016-12-14,100,100,60,-50,-50,-60,-80,,,,,
2016-12-15,120,90,60,-50,-50,-60,-60,,,,,
2016-12-16,90,100,60,-30,-30,-60,-60,,,,,
2016-12-19,90,100,60,-40,-40,-60,-60,,,,,
2016-12-20,200,120,70,-30,-30,-50,-50,,,,,
2016-12-21,200,110,100,-60,-60,-40,-40,,,,,
2016-12-22,100,100,80,-60,-60,-60,-60,,,,,
2016-12-23,190,130,60,,,-50,-50,,,,,
2016-12-26,,,,,,,,,,,,
2016-12-27,,,,-20,-20,-40,-40,,,,,
2016-12-28,,,,-20,-20,-40,-40,,,,,
2016-12-29,,100,90,,,-20,-20,,35,,,
2017-01-02,,,,,,,,,,,,
2017-01-03,,130,60,-20,-20,-40,-40,,,,,
2017-01-04,,110,70,-10,-10,-20,-20,,,,,
2017-01-05,,150,80,-10,-10,-20,-20,,,,,
2017-01-06,,120,90,-10,-10,-10,-10,,,,,
2017-01-09,,120,100,-10,-10,-10,-10,,,,,
